File,Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes,Environment,Classify 1,Classify 2,Classify 3,Entry,Subtypes,Classify 4
D&D Monsters - AD&D 2nd.csv,"Camel of the Pearl, White Mirage",,,,Monstrous Compendium Al-Qadim Appendix (MC13),,,,,,,Camel of the Pearl,White Mirage,,,,
D&D Monsters - AD&D 2nd.csv,"Camel, Desert",,,Large,Monstrous Compendium Al-Qadim Appendix (MC13),,,,,,Any land,Camel,,,,,
D&D Monsters - AD&D 2nd.csv,"Camel, Giant",,,Large,Dragon #167,,,,,,Temperate plains,Camel,Giant,,,,
D&D Monsters - AD&D 2nd.csv,"Camel, Mountain",,,Large,Monstrous Compendium Al-Qadim Appendix (MC13),,,,,,Any land,Camel,Mountain,,,,
D&D Monsters - AD&D 2nd.csv,"Camel, Racing",,,Large,Monstrous Compendium Al-Qadim Appendix (MC13),,,,,,Any land,Camel,Racing,,,,
D&D Monsters - AD&D 2nd.csv,"Camel, War",,,Large,Monstrous Compendium Al-Qadim Appendix (MC13),,,,,,Any land,Camel,War,,,,
D&D Monsters - AD&D 2nd.csv,Campestri,,,Tiny to Small,Dungeon #41,,,,,,Saltwater swamp,Campestri,,,,,
D&D Monsters - AD&D 2nd.csv,Caniquine,,,Large,Savage Coast Monstrous Compendium Appendix,,,,,,Temperate,Caniquine,,,,,
D&D Monsters - AD&D 2nd.csv,Cantobele,,,Large,Monstrous Compendium Forgotten Realms Appendix (MC11),,,,,,Swamps and forests,Cantobele,,,,,
D&D Monsters - AD&D 2nd.csv,Caracdir,,,Medium,Blood Enemies: Abominations of Cerilia,,,,,,,Caracdir,,,,,
D&D Monsters - AD&D 2nd.csv,Carapace,,,Small,Dragon #227,,,,,,Any Underdark,Carapace,,,,,
D&D Monsters - AD&D 2nd.csv,Carcaspirit (Ruiner),,,Medium,Terrors from Above,,,,,,Any,Carcaspirit,,,,,
D&D Monsters - AD&D 2nd.csv,Carcavulp,,,Medium,1991 Trading Cards Factory Set,,,,,,,Carcavulp,,,,,
D&D Monsters - AD&D 2nd.csv,Cariad ysbryd,,,Medium,Dragon #186,,,,,,Temperate wilderness,Cariad Ysbryd,,,,,
D&D Monsters - AD&D 2nd.csv,Carnivorous Wall,,,,Crypt of Lyzandred the Mad,,,,,,,Carnivorous Wall,,,,,
D&D Monsters - AD&D 2nd.csv,"Carp, Giant",,,Large,Monstrous Compendium Kara-Tur Appendix,,,,,,"Tropical, subtropical, and temperate fresh water",Carp,Giant,Oriental,,,
D&D Monsters - AD&D 2nd.csv,Carpet Snake,,,Small,Falcon's Revenge (WGA1),,,,,,Any,Snake,Carpet,,,,
D&D Monsters - AD&D 2nd.csv,Carrion Crawler,,,Large,1991 Trading Cards Factory Set,,,,,,,Carrion Crawler,,,,,
D&D Monsters - AD&D 2nd.csv,Carrion Stalker,,,Tiny,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Any subterranean,Carrion Stalker,,,,,
D&D Monsters - AD&D 2nd.csv,Carrionette,,,Tiny,Created (RM2),,,,,,Any town or city,Carrionette,,,,,
D&D Monsters - AD&D 2nd.csv,Casurua,,,Medium,Dragon #210,,,,,,"Any, primarily ruins",Casurua,,,,,
D&D Monsters - AD&D 2nd.csv,Cat,,,Small,1991 Trading Cards Factory Set,,,,,,,Cat,,,,,
D&D Monsters - AD&D 2nd.csv,Cat (Familiar),,,,1992 Trading Cards Factory Set,,,,,,,Cat,Familiar,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Change Cat",,,Small,Monstrous Compendium Forgotten Realms Appendix (MC11),,,,,,Temperate/Forests and plains,Cat,Changecat,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Crypt, Normal",,,Tiny,Awakening,,,,,,Crypt/tomb,Cat,Crypt,Dread,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Domestic",,,Tiny,Monstrous Compendium Forgotten Realms Appendix (MC11),,,,,,Any/Inhabited,Cat,,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Elven",,,Tiny,Monstrous Compendium Forgotten Realms Appendix (MC11),,,,,,Temperate/Forests,Cat,Elven,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Cath Shee",,,Medium,Monstrous Compendium Annual Volume Two,,,,,,Forests,Cat,Cath Shee,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Cheetah",,,Medium,Monstrous Manual,,,,,,Warm plains and grasslands,Cheetah,,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Common Lion",,,Medium,Monstrous Manual,,,,,,Warm plains and grasslands,Lion,,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Jaguar",,,Large,Monstrous Manual,,,,,,Tropical jungle,Jaguar,,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Leopard",,,Medium,Monstrous Manual,,,,,,Tropical jungle or forest,Leopard,,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Lynx",,,Medium,Monstrous Manual,,,,,,Subarctic forest,Lynx,Giant,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Mountain Lion",,,Medium,Monstrous Manual,,,,,,Any warm or temperate,Lion,Mountain,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Smilodon",,,Large,Monstrous Manual,,,,,,Subarctic to tropical,Smilodon,,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Snow Tiger",,,Large,Spellbound [Monstrous Compendium],,,,,,Subarctic to temperate,Tiger,Snow,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Spotted Lion",,,Large,Monstrous Manual,,,,,,Warm plains and desert,Lion,Spotted,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Tiger, Snow",,,Large,Monstrous Compendium Annual Volume Three,,,,,,Subarctic to temperate wilderness,Tiger,Snow,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Great, Wild Tiger",,,Large,Monstrous Manual,,,,,,Subarctic to tropical,Tiger,,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Luck Eater",,,Tiny,Monstrous Compendium Forgotten Realms Appendix (MC11),,,,,,Any/Non-arctic,Cat,Luck Eater,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Marine",,,Small,Savage Coast Monstrous Compendium Appendix,,,,,,Shipboard,Cat,Marine,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Midnight",,,Tiny,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Any non-arctic urban,Cat,Midnight,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Plains",,,Large,Awakening,,,,,,Temperate grasslands,Cat,Plains,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Psionic (Tigone)",,,Medium,1993 Trading Cards Factory Set,,,,,,,Cat,Psionic,Tigone,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Psionic, Tagster",,,Medium,Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,,,,,,"Sandy Wastes, Tablelands",Cat,Psionic,Tagster,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Psionic, Tigone",,,Medium,Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,,,,,,"Mountains, Hinterlands",Cat,Psionic,Tigone,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Skeletal",,,Tiny,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Any,Skeleton,Skeletal Cat,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Small, Domestic",,,Tiny,Monstrous Manual,,,,,,Any inhabited,Cat,,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Small, Elven",,,Tiny,Monstrous Manual,,,,,,Temperate forest,Cat,Elven,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Small, Wild",,,Tiny,Monstrous Manual,,,,,,Any non-arctic,Cat,Wild,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, War",,,Large,Lankhmar: City of Adventure,,,,,,Any,Cat,War,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Wild",,,Tiny,Monstrous Compendium Forgotten Realms Appendix (MC11),,,,,,Any/Non-arctic,Cat,Wild,,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Winged, Greater",,,Large,City of Delights,,,,,,Temperate hills and grasslands,Cat,Winged,Greater,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Winged, Lesser",,,Tiny,City of Delights,,,,,,Any,Cat,Winged,Lesser,,,
D&D Monsters - AD&D 2nd.csv,"Cat, Winged, Tressym",,,Tiny,Monstrous Compendium Annual Volume One,,,,,,Any temperate land,Cat,Tressym,,,,
D&D Monsters - AD&D 2nd.csv,Caterwaul,,,Medium,Monstrous Compendium Fiend Folio Appendix (MC14),,,,,,Temperate mountains,Caterwaul,,,,,
D&D Monsters - AD&D 2nd.csv,"Catfish, Giant",,,,Monstrous Manual,,,,,,,Catfish,Giant,,,,
D&D Monsters - AD&D 2nd.csv,Cath Shee,,,Medium,Elves of Evermeet,,,,,,Forests,Cat,Cath Shee,,,,
D&D Monsters - AD&D 2nd.csv,Catoblepas,,,Large,1991 Trading Cards Factory Set,,,,,,,Catoblepas,,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Cheetah",,,Medium,Monstrous Compendium Volume One,,,,,,Warm plains and grasslands,Cheetah,,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Common Lion",,,Medium,Monstrous Compendium Volume One,,,,,,Warm plains and grasslands,Lion,,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Giant Lynx",,,Medium,Monstrous Compendium Volume One,,,,,,Subarctic forest,Lynx,Giant,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Jaguar",,,Large,Monstrous Compendium Volume One,,,,,,Tropical jungle,Jaguar,,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Leopard",,,Medium,Monstrous Compendium Volume One,,,,,,Tropical jungle or forest,Leopard,,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Mountain Lion",,,Medium,Monstrous Compendium Volume One,,,,,,Any warm or temperate,Lion,Mountain,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Smilodon",,,Large,Monstrous Compendium Volume One,,,,,,Subarctic to tropical forest,Smilodon,,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Spotted Lion",,,Large,Monstrous Compendium Volume One,,,,,,Warm plains and desert,Lion,Spotted,,,,
D&D Monsters - AD&D 2nd.csv,"Cats, Great, Wild Tiger",,,Large,Monstrous Compendium Volume One,,,,,,Subarctic to tropical forest,Tiger,,,,,
D&D Monsters - AD&D 2nd.csv,Cave Badger,,,Small,Forgotten Realms Campaign Setting (New Edition) [Shadowdale],,,,,,,Badger,Cave,,,,
D&D Monsters - AD&D 2nd.csv,Cave Fisher,,,Medium,Black Spine [Adventure Book Three],,,,,,Subterranean,Cave Fisher,,,,,
D&D Monsters - AD&D 2nd.csv,Cave Lords,,,Large,Dragon #256,,,,,,,Goblin,Cave Lord,,,,
D&D Monsters - AD&D 2nd.csv,Cayma,,,,Orc's Head [Book One: Orc's Head Peninsula Sourcebook],,,,,,,Cayma,,,,,
D&D Monsters - AD&D 2nd.csv,Cedar Spawn,,,Large,Chaos Spawn: A Chaos War Adventure,,,,,,,Chaos Wretch,Cedar Wretch,,,,
D&D Monsters - AD&D 2nd.csv,Celestial Lammasu,,,Large,Monstrous Compendium Outer Planes Appendix,,,,,,Olympus,Lammasu,Celestial,,,,
D&D Monsters - AD&D 2nd.csv,Centaur,,,,Complete Book of Humanoids (PHBR10),,,,,,,Centaur,,,,,
D&D Monsters - AD&D 2nd.csv,Centaur (of Krynn),,,Medium,Monstrous Compendium Dragonlance Appendix (MC4),,,,,,"Temperate/Forest, hill, and plain",Centaur,Krynnish,,,,
D&D Monsters - AD&D 2nd.csv,"Centaur (of Krynn), Abanasinian Centaur",,,,Monstrous Compendium Dragonlance Appendix (MC4),,,,,,,Centaur,Krynnish,Abanasininan,,,
D&D Monsters - AD&D 2nd.csv,"Centaur (of Krynn), Crystalmir Centaur",,,,Monstrous Compendium Dragonlance Appendix (MC4),,,,,,,Centaur,Krynnish,Crystalmir,,,
D&D Monsters - AD&D 2nd.csv,"Centaur (of Krynn), Endscape Centaur",,,,Monstrous Compendium Dragonlance Appendix (MC4),,,,,,,Centaur,Krynnish,Endscape,,,
D&D Monsters - AD&D 2nd.csv,"Centaur (of Krynn), Wendle Centaur",,,,Monstrous Compendium Dragonlance Appendix (MC4),,,,,,,Centaur,Krynnish,Wendle,,,
D&D Monsters - AD&D 2nd.csv,"Centaur-Kin, Dorvesh",,,Large,Monstrous Compendium Annual Volume Two,,,,,,Temperate hill or mountain,Dorvesh,,,,,
D&D Monsters - AD&D 2nd.csv,"Centaur-Kin, Gnoat",,,Medium,Monstrous Compendium Annual Volume Two,,,,,,Temperate or tropical hill or mountain,Gnoat,,,,,
D&D Monsters - AD&D 2nd.csv,"Centaur-Kin, Ha'pony",,,Medium,Monstrous Compendium Annual Volume Two,,,,,,Any temperate,Ha'pony,,,,,
D&D Monsters - AD&D 2nd.csv,"Centaur-Kin, Zebranaur",,,Large,Monstrous Compendium Annual Volume Two,,,,,,Temperate plains,Zebranaur,,,,,
D&D Monsters - AD&D 2nd.csv,"Centaur, Desert",,,Medium,1993 Trading Cards Factory Set,,,,,,,Centaur,Desert,,,,
D&D Monsters - AD&D 2nd.csv,"Centaur, Nomadic",,,Large,Horde Barbarian Campaign Setting,,,,,,Plains or steppe,Centaur,Nomadic,,,,
D&D Monsters - AD&D 2nd.csv,"Centaur, Sylvan",,,Large,1992 Trading Cards Factory Set,,,,,,,Centaur,,,,,
D&D Monsters - AD&D 2nd.csv,Centaurs,,,Large,Tales of the Lance [World Book of Ansalon],,,,,,Temperate,Centaur,Krynnish,,,,
D&D Monsters - AD&D 2nd.csv,"Centipe, Megalo-",,,Medium,Monstrous Compendium Volume One,,,,,,Any,Centipede,Monstrous,Medium,,,
D&D Monsters - AD&D 2nd.csv,"Centipede, Giant",,,Tiny,Monstrous Compendium Volume One,,,,,,Any,Centipede,Monstrous,Tiny,,,
D&D Monsters - AD&D 2nd.csv,"Centipede, Huge",,,Tiny,Monstrous Compendium Volume One,,,,,,Any,Centipede,Monstrous,Small,,,
D&D Monsters - AD&D 2nd.csv,"Centipede, Megalo-",,,Medium,1993 Trading Cards Factory Set,,,,,,,Centipede,Megapede,,,,
D&D Monsters - AD&D 2nd.csv,"Centipede, Spirit, Greater",,,Small,Monstrous Compendium Kara-Tur Appendix,,,,,,Any nonarctic land,Spirit Centipede,Greater,,,,
D&D Monsters - AD&D 2nd.csv,"Centipede, Spirit, Least",,,Tiny,Monstrous Compendium Kara-Tur Appendix,,,,,,Any nonarctic land,Spirit Centipede,Least,,,,
D&D Monsters - AD&D 2nd.csv,"Centipede, Spirit, Lesser",,,Tiny,Monstrous Compendium Kara-Tur Appendix,,,,,,Any nonarctic land,Spirit Centipede,Lesser,,,,
D&D Monsters - AD&D 2nd.csv,"Centipede, Tunnel Worm",,,Gargantuan,Monstrous Manual,,,,,,Subterranean,Tunnel Worm,,,,,
D&D Monsters - AD&D 2nd.csv,Cerberus,,,Huge,Legends & Lore,,,,,,,Cerberus,,,,,
D&D Monsters - AD&D 2nd.csv,Cerebral Parasite,,,Tiny,Complete Psionics Handbook (PHBR5),,,,,,Any/Any,Cerebral Parasite,,,,,
D&D Monsters - AD&D 2nd.csv,"Ceremorph, Mozgriken",,,Small,Dragon #255,,,,,,Subterranean,Ceremorph,Mozgriken,,,,
D&D Monsters - AD&D 2nd.csv,"Ceremorph, Tzakandi",,,Medium,Dragon #255,,,,,,Subterranean,Ceremorph,Tzakandi,,,,
D&D Monsters - AD&D 2nd.csv,Cerlic,,,,Dragon Annual #2,,,,,,,Yugoloth,Altraloth,Cerlic,,,
D&D Monsters - AD&D 2nd.csv,"Cetus, Lesser",,,Gargantuan,Dragon #248,,,,,,Subtropical/tropical seas,Cetus,Lesser,,,,
D&D Monsters - AD&D 2nd.csv,Ch'i-Lin,,,Gargantuan,Test of the Samurai (OA7),,,,,,Temperate forests,Duruch'i-lin,Ch'i-lin,,,,
D&D Monsters - AD&D 2nd.csv,Cha'thrang,,,Medium,1993 Trading Cards Factory Set,,,,,,,Cha'thrang,,,,,
D&D Monsters - AD&D 2nd.csv,Chac,,,Medium,Maztica Campaign Set [Maztica Alive!],,,,,,Mountain caves,Chac,,,,,
D&D Monsters - AD&D 2nd.csv,"Chair, Automaton",,,Medium,Vortex of Madness and Other Planar Perils,,,,,,,Automaton,Chair,,,,
D&D Monsters - AD&D 2nd.csv,Chakchak,,,Medium,Polyhedron #55,,,,,,,Chakchak,,,,,
D&D Monsters - AD&D 2nd.csv,Champion Skeletons,,,Medium,Dungeon #73,,,,,,,Skeleton,Champion,,,,
D&D Monsters - AD&D 2nd.csv,Chamrol,,,Medium to Gargantuan,Dragon #174,,,,,,Plane of Mineral,Chamrol,,,,,
D&D Monsters - AD&D 2nd.csv,Changeling (Kin),,,Medium,Shadow Rift,,,,,,The Shadow Rift,Changeling,Dread,,,,
D&D Monsters - AD&D 2nd.csv,"Changeling, Faerie",,,Small,Blood Spawn,,,,,,Cerilian homes,Changeling,Cerilian,Faerie,,,
D&D Monsters - AD&D 2nd.csv,Chaos Beast,,,Medium,Planes of Chaos [Monstrous Supplement],,,,,,Limbo,Chaos Beast,,,,,
D&D Monsters - AD&D 2nd.csv,Chaos Imp,,,Tiny,Planes of Chaos [Monstrous Supplement],,,,,,Limbo or any,Imp,Chaos,,,,
D&D Monsters - AD&D 2nd.csv,Chaos Sentinel,,,Medium,Seeds of Chaos,,,,,,,Chaos Sentinel,,,,,
D&D Monsters - AD&D 2nd.csv,Chaotic Evil Treant,,,,"Encyclopedia Magica, Volume I",,,,,,,Treant,Bag of Beans,,,,
D&D Monsters - AD&D 2nd.csv,Charnalbalk,,,,Dragon #243,,,,,,,Equar,Charnalbalk,,,,
D&D Monsters - AD&D 2nd.csv,Charuntes,,,Medium,Dragon #210,,,,,,Any,Charuntes,,,,,
D&D Monsters - AD&D 2nd.csv,Chattur,,,Small,1992 Trading Cards Factory Set,,,,,,,Chattur,,,,,
D&D Monsters - AD&D 2nd.csv,Chess Golems,,,Medium,Vortex of Madness and Other Planar Perils,,,,,,,Golem,Chess,,,,
D&D Monsters - AD&D 2nd.csv,Chetzede,,,Tiny,Terrors from Above,,,,,,Temperate to tropical lands,Chetzede,,,,,
D&D Monsters - AD&D 2nd.csv,Chevall,,,Large,Mystara Monstrous Compendium Appendix,,,,,,"Nonarctic plains, forests, mountains",Chevall,,,,,
D&D Monsters - AD&D 2nd.csv,Chia Golem,,,Large,Dragon #228,,,,,,,Golem,Chia,,,,
D&D Monsters - AD&D 2nd.csv,Chiang Lung (River Dragon),,,Gargantuan,1992 Trading Cards Factory Set,,,,,,,Dragon,Lung,Chiang Lung,,,
D&D Monsters - AD&D 2nd.csv,Children of Maalpherus,,,Medium,Dungeon #57,,,,,,Any,Zombie,Child of Maalpherus,,,,
D&D Monsters - AD&D 2nd.csv,Children of the Sea,,,Medium,Monstrous Compendium Annual Volume Four,,,,,,Temperate ocean,Children of the Sea,,,,,
D&D Monsters - AD&D 2nd.csv,"Children of the Sea, Accantus",,,Medium,Monstrous Compendium Annual Volume Four,,,,,,Coast,Children of the Sea,Accantus,,,,
D&D Monsters - AD&D 2nd.csv,"Children of the Sea, Standard",,,Medium,Taladas: The Minotaurs (DLR2),,,,,,"Ocean, Temperate Ocean, Coastal",Children of the Sea,,,,,
D&D Monsters - AD&D 2nd.csv,Chimaera,,,Large,Blood Enemies: Abominations of Cerilia,,,,,,,Awnshegh,Chimaera,,,,
D&D Monsters - AD&D 2nd.csv,Chimera,,,Large,1991 Trading Cards Factory Set,,,,,,,Chimera,,,,,
D&D Monsters - AD&D 2nd.csv,"Chimera, Gorgimera",,,Large,Black Spine [Adventure Book Three],,,,,,Any temperate to tropical,Gorgimera,,,,,
D&D Monsters - AD&D 2nd.csv,Chiroptawraith (Wraith-Bat),,,Medium,Terrors from Above,,,,,,Any,Chiroptawraith,,,,,
D&D Monsters - AD&D 2nd.csv,Chitine,,,Small,Monstrous Compendium Annual Volume One,,,,,,Any subterranean,Chitine,,,,,
D&D Monsters - AD&D 2nd.csv,"Chitine Priestess, (Choldrith)",,,Medium,Dragon #223,,,,,,Any subterranean,Chitine,Choldrith,,,,
D&D Monsters - AD&D 2nd.csv,Chocolate Golem,,,Large,Dragon #228,,,,,,,Golem,Chocolate,,,,
D&D Monsters - AD&D 2nd.csv,Choir Wolves,,,Small,Polyhedron #78,,,,,,,Wolf,Choir,,,,
D&D Monsters - AD&D 2nd.csv,Choker,,,Small,Mystara Monstrous Compendium Appendix,,,,,,Subterranean,Choker,,,,,
D&D Monsters - AD&D 2nd.csv,Chosen One,,,Medium,Monstrous Compendium Annual Volume Three,,,,,,Any,Chosen One,,,,,
D&D Monsters - AD&D 2nd.csv,Chosen Ones,,,Medium,Spellbound [Monstrous Compendium],,,,,,Any,Chosen One,,,,,
D&D Monsters - AD&D 2nd.csv,Chososion,,,Medium,Planescape Monstrous Compendium Appendix III,,,,,,Inner Planes,Chososion,,,,,
D&D Monsters - AD&D 2nd.csv,"Chourst, Lord of Randomness",,,Huge,Dragon #221,,,,,,Limbo,Slaad,Lord,Chourst,,,
D&D Monsters - AD&D 2nd.csv,Chraal,,,Large,Dungeon #76,,,,,,Paraelemental Plane of Ice,Chraal,,,,,
D&D Monsters - AD&D 2nd.csv,Chromatic Mold,,,Small/Large,Dragon Annual #1,,,,,,Subterranean/Underdark,Chromatic Mold,,,,,
D&D Monsters - AD&D 2nd.csv,Chromium (chrome) Dragon,,,Gargantuan,Dragon #170,,,,,,"Arctic plains, hills, mountains, and subterranean",Dragon,Ferrous,Chromium,,,
D&D Monsters - AD&D 2nd.csv,Chronolily,,,Gargantuan,Dragon's Rest (DLA3),,,,,,Ethereal plane,Chronolily,,,,,
D&D Monsters - AD&D 2nd.csv,Chronovoid,,,,Chronomancer,,,,,,Temporal Prime,Chronovoid,,,,,
D&D Monsters - AD&D 2nd.csv,Chu-u,,,Medium,Monstrous Compendium Kara-Tur Appendix,,,,,,Any subterranean,Chu-u,,,,,
D&D Monsters - AD&D 2nd.csv,Chulcrix,,,Gargantuan,Dragon's Rest (DLA3),,,,,,Ethereal plane,Chulcrix,,,,,
D&D Monsters - AD&D 2nd.csv,Cildabrin,,,Huge,Monstrous Compendium Annual Volume Three,,,,,,Warm subterranean area,Cildabrin,,,,,
D&D Monsters - AD&D 2nd.csv,Cilops,,,Huge,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,,,,,,Salt flats/stony barrens,Cilops,,,,,
D&D Monsters - AD&D 2nd.csv,Cinnavixen,,,Small,Savage Coast Monstrous Compendium Appendix,,,,,,Temperate forest and mountain,Cinnavixen,,,,,
D&D Monsters - AD&D 2nd.csv,Cistern Fiend,,,Gargantuan,1993 Trading Cards Factory Set,,,,,,,Cistern Fiend,,,,,
D&D Monsters - AD&D 2nd.csv,Civatateo (mummy),,,,Dragon Annual #1,,,,,,,Vampire,Civatateo,,,,
D&D Monsters - AD&D 2nd.csv,Civilized Ssurran,,,,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,,,,,,,Ssurran,Civilized,,,,
D&D Monsters - AD&D 2nd.csv,"Clam, giant",,,Medium,Dragon #190,,,,,,Deep ocean/Hydrothermal vents,Clam,Giant,,,,
D&D Monsters - AD&D 2nd.csv,"Clam, Giant (Oyster)",,,Medium,Monstrous Compendium Annual Volume Four,,,,,,Ocean shallows,Clam,Giant,,,,
D&D Monsters - AD&D 2nd.csv,"Clam, Giant, Carnivorous Scallop",,,Medium,Monstrous Compendium Annual Volume Four,,,,,,Tropical shallows,Clam,Giant,Carnivorous,,,
D&D Monsters - AD&D 2nd.csv,Clapper,,,Small,Terrors from Above,,,,,,"Ruins, abandoned labs",Clapper,,,,,
D&D Monsters - AD&D 2nd.csv,"Claw, Crawling",,,Tiny,Monstrous Compendium Volume Three: Forgotten Realms Appendix,,,,,,Any,Crawling Claw,,,,,
D&D Monsters - AD&D 2nd.csv,"Claw, Crawling - Flying Fingers",,,Tiny,Ruins of Undermountain [Undermountain Adventures],,,,,,,Flying Finger,Swarm,,,,
D&D Monsters - AD&D 2nd.csv,Clay Golem,,,Large,1992 Trading Cards Factory Set,,,,,,,Golem,Clay,,,,
D&D Monsters - AD&D 2nd.csv,Cloaker,,,Large,1991 Trading Cards Factory Set,,,,,,,Cloaker,,,,,
D&D Monsters - AD&D 2nd.csv,Cloaker Lord,,,Huge,Menzoberranzan [Book One: The City],,,,,,Any,Cloaker,Lord,,,,
D&D Monsters - AD&D 2nd.csv,"Cloaker, Resplendent",,,Medium,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Ravenloft,Cloaker,Resplendent,,,,
D&D Monsters - AD&D 2nd.csv,"Cloaker, Sea",,,Medium,Lankhmar: City of Adventure,,,,,,Salt water/Simorgya,Cloaker,Sea,,,,
D&D Monsters - AD&D 2nd.csv,"Cloaker, Shadow",,,Medium,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Ravenloft,Cloaker,Shadow,,,,
D&D Monsters - AD&D 2nd.csv,"Cloaker, Undead",,,Medium,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Ravenloft,Cloaker,Undead,,,,
D&D Monsters - AD&D 2nd.csv,Clockwork Horror,,,Small,1993 Trading Cards Factory Set,,,,,,,Clockwork Horror,,,,,
D&D Monsters - AD&D 2nd.csv,"Clockwork Horror, Adamantine",,,Small,Monstrous Compendium Annual Volume Four,,,,,,Any nonaquatic,Clockwork Horror,Adamantine,,,,
D&D Monsters - AD&D 2nd.csv,"Clockwork Horror, Adamantite",,,Small,Monstrous Compendium Spelljammer Appendix,,,,,,Any nonaquatic,Clockwork Horror,Adamantine,,,,
D&D Monsters - AD&D 2nd.csv,"Clockwork Horror, Copper",,,Small,Monstrous Compendium Annual Volume Four,,,,,,Any nonaquatic,Clockwork Horror,Copper,,,,
D&D Monsters - AD&D 2nd.csv,"Clockwork Horror, Electrum",,,Small,Monstrous Compendium Annual Volume Four,,,,,,Any nonaquatic,Clockwork Horror,Electrum,,,,
D&D Monsters - AD&D 2nd.csv,"Clockwork Horror, Gold",,,Small,Monstrous Compendium Annual Volume Four,,,,,,Any nonaquatic,Clockwork Horror,Gold,,,,
D&D Monsters - AD&D 2nd.csv,"Clockwork Horror, Platinum",,,Small,Monstrous Compendium Annual Volume Four,,,,,,Any nonaquatic,Clockwork Horror,Platinum,,,,
D&D Monsters - AD&D 2nd.csv,"Clockwork Horror, Silver",,,Small,Monstrous Compendium Annual Volume Four,,,,,,Any nonaquatic,Clockwork Horror,Silver,,,,
D&D Monsters - AD&D 2nd.csv,Clockwork Swordsman,,,Medium,Dungeon #62,,,,,,Any,Clockwork Swordsman,,,,,
D&D Monsters - AD&D 2nd.csv,"Clockwork Swordsman, Rogue Automaton",,,,Monstrous Compendium Annual Volume Four,,,,,,,Clockwork Swordsman,Rogue Automaton,,,,
D&D Monsters - AD&D 2nd.csv,Clockwork Warrior,,,Large,TSR Jam 1999,,,,,,,Clockwork Warrior,,,,,
D&D Monsters - AD&D 2nd.csv,Cloud Dragon,,,Huge to Gargantuan,1992 Trading Cards Factory Set,,,,,,,Dragon,Cloud,,,,
D&D Monsters - AD&D 2nd.csv,Cloud Giant,,,Huge,1991 Trading Cards Factory Set,,,,,,,Giant,Cloud,,,,
D&D Monsters - AD&D 2nd.csv,Cloud of Bones,,,Medium,Terrors from Above,,,,,,Any,Cloud of Bones,,,,,
