Day	Title	Start	Length	Type	URL
7	Lockpicking Village: Lockpicking 101, Restraints 101, and Bypass 101 - All Day 7	15:15	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/SNAG9C/
7	Anarchist Hackers Village - All Day 7	16:20	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/3BWQZM/
7	Dim Sum Labs (DSL), the Hackerspace in Hong Kong - All Day 7	17:25	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/8AQWFD/
8	Weeding Data Space	09:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/FN7EYW/
8	Secure or Get Compromised: Unveiling the Web Security in IoT Devices	10:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/DDKRWX/
8	Updates on I-star Organizations From the Bullshit Police	11:00	00:50	Talk	http://scheduler.hope.net/hope2020/talk/KV3QKY/
8	Ask the EFF: The Year in Digital Civil Liberties	12:00	02:00	Talk	http://scheduler.hope.net/hope2020/talk/AWTHGA/
8	Keynote: Libby Liu	14:00	00:50	Talk	http://scheduler.hope.net/hope2020/talk/VW8LWK/
8	Signalbots: Secrets Distribution and Social Graph Protection for Activists	15:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/ERYE8Q/
8	Principles of Digital Autonomy	16:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/RGHPAL/
8	The SecureDrop Journalist Workstation: Handling Anonymous Submissions With Qubes OS	17:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/GK3CR3/
8	Fake Faces	18:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/ZQPFFN/
8	The U.S. Maker Response to COVID-19	19:00	00:50	Talk	http://scheduler.hope.net/hope2020/talk/EACQFG/
8	A Decepticon and Autobot Walk Into a Bar: A *New* Python Tool for Enhanced OPSEC	20:00	00:50	Talk	http://scheduler.hope.net/hope2020/talk/QEPGJA/
8	Cybersecurity and Clown	21:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/NDC7AR/
8	A Brief Introduction to GNU Screen: How to Make the Command Line Work for You	09:00	01:30	Workshop	http://scheduler.hope.net/hope2020/talk/EZENUD/
8	Arduino for Total Newbies	10:30	03:30	Workshop	http://scheduler.hope.net/hope2020/talk/Z3BVH3/
8	ArduTouch Music Synthesizer	14:00	02:30	Workshop	http://scheduler.hope.net/hope2020/talk/VUNR8T/
8	Hidden in Plain Text: An Introduction to PGP/GPG Encryption (2)	16:30	01:30	Workshop	http://scheduler.hope.net/hope2020/talk/FGTGND/
8	Inventory Management Playground (2)	18:00	01:00	Workshop	http://scheduler.hope.net/hope2020/talk/NCA8QC/
8	Custom Electronics + Activism in K-12 Education by MakeFashion Edu	19:00	01:30	Workshop	http://scheduler.hope.net/hope2020/talk/HYJHDK/
8	Weaving The Future	20:30	01:30	Workshop	http://scheduler.hope.net/hope2020/talk/ASBZ33/
8	Glow in the (Edible) Dyes	22:00	01:00	Workshop	http://scheduler.hope.net/hope2020/talk/XBN8WG/
8	Lockpicking 101 - Day 8	14:00	01:00	Workshop	http://scheduler.hope.net/hope2020/talk/BKAVSR/
8	Restraints 101 - Day 8	15:00	01:00	Workshop	http://scheduler.hope.net/hope2020/talk/Z9RC8N/
8	Bypass 101 - Day 8	16:00	01:00	Workshop	http://scheduler.hope.net/hope2020/talk/PUSTJW/
8	Hackers Got Talent (2)	22:00	02:00	Performance	http://scheduler.hope.net/hope2020/talk/USLPJW/
8	In a Box	00:00	02:00	Performance	http://scheduler.hope.net/hope2020/talk/7WM7DF/
8	Lockpicking Village: Lockpicking 101, Restraints 101, and Bypass 101 - All Day 8	09:00	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/V7TEQ9/
8	RADIO STATLER! - All day 8	10:05	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/H8KA8S/
8	Cyberpunk Now Film Festival - All Day 8	11:10	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/PPM99N/
8	Anarchist Hackers Village - All Day 8	12:15	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/RXWX9L/
8	Dim Sum Labs (DSL), the Hackerspace in Hong Kong - All Day 8	13:20	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/WEAGA8/
8	RF Village - All Day 8	14:25	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/C7NV89/
9	Stop Botting My Baby: How to Protect Your New Streaming Platform from Malicious Automation	09:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/CQGK8Z/
9	#RFC 1984 - or Why You Should Start Worrying About Encryption Backdoors and Mass Data Collection	10:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/AXSN9S/
9	PolySense: Reverse Engineering Flex Sensors, and Destroying Your Kitchen With Chemistry for Electrical Functionalization of Everyday Objects	11:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/NLZGE9/
9	The Privacy of 100+ Million Children, Families, and Young Adults Is Unprotected	12:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/GBTH3K/
9	Inside the Fight for the Right to Repair: How Tractor Hacking Was Legalized	13:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/VVWRPF/
9	Keynote: Cindy Cohn	14:00	00:50	Talk	http://scheduler.hope.net/hope2020/talk/HDVP7E/
9	Lightning Talks (2)	15:00	01:00	Workshop	http://scheduler.hope.net/hope2020/talk/TXGXVK/
9	"Zbay, Fighting FAANG, and the Quest for a Peer-To-Peer Messaging App That ""Just Works"""	16:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/FWAUQM/
9	Experiences in Sharing Digital Security Workshops in an Autonomous and Open Hackerspace in Mexico	17:00	01:00	Talk	http://scheduler.hope.net/hope2020/talk/RRLPYT/
9	Disgusting Secrets of Real Hardware	18:00	00:50	Talk	http://scheduler.hope.net/hope2020/talk/7SB7ML/
9	Borders and Biometrics: Boundaries of Computer of Vision	19:00	00:50	Talk	http://scheduler.hope.net/hope2020/talk/N3CNPM/
9	HOPE 2020: How We Did It	20:00	00:50	Talk	http://scheduler.hope.net/hope2020/talk/8MRQ9L/
9	Mating Online (with Mate Tea) (2)	09:00	01:30	Workshop	http://scheduler.hope.net/hope2020/talk/RDEVSK/
9	Free Speech Zero Day: Fascists Are Abusing It, Corporations Exploit It - How Do We Take It Back?	10:30	01:30	Workshop	http://scheduler.hope.net/hope2020/talk/VMHXNY/
9	Machine Learning for Anyone	12:00	01:30	Workshop	http://scheduler.hope.net/hope2020/talk/WCQV93/
9	World Wide Wars: Introduction to Exploiting Web Applications	13:30	02:00	Workshop	http://scheduler.hope.net/hope2020/talk/VXHCQE/
9	Cyberpunk Now Film Festival: Challenge Award Winners Screening	12:00	01:00	Performance	http://scheduler.hope.net/hope2020/talk/WKLR8L/
9	Cyberpunk Now Film Festival - All Day 9	09:00	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/3XW7GV/
9	Anarchist Hackers Village - All Day 9	10:00	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/S7CJEC/
9	Lockpicking Village: Lockpicking 101, Restraints 101, and Bypass 101 - All Day 9	11:05	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/SHBMSH/
9	Dim Sum Labs (DSL), the Hackerspace in Hong Kong - All Day 9	12:10	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/V9ZYVS/
9	RF Village - All Day 9	13:15	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/9EUMJT/
9	RADIO STATLER! - All day 9	14:20	01:00	Long-Running	http://scheduler.hope.net/hope2020/talk/TWFLVW/
